KldbCode,code,Classification 2 PrefLabel
B 29212-130,8160.45,Verfahrenstechnologe/Verfahrenstechnologin - Mühlen- und Getreidewirtschaft - Müllerei
B 29212-100,8160.45,Müller/Müllerin
B 29212-108,8160.45,Müller - Verfahrenstechnologe/Müllerin - Verfahrenstechnologin in der Mühlen- und Futtermittelwirtschaft
B 93422-108,7316.1.3,Manufakturporzellanmaler/Manufakturporzellanmalerin
B 94493-110,1349.3,Leiter/Leiterin des Künstlerischen Betriebsbüros
B 94494-100,1349.3,Intendant/Intendantin
B 28222-114,8153.1.1,Änderungsschneider/Änderungsschneiderin
B 24132-169,7211.1,Gießereimechaniker/Gießereimechanikerin
B 43363-100,3514.1,Webadministrator/Webadministratorin
B 52532-116,8343.2,Hafenkranführer/Hafenkranführerin
B 28332-102,7536.2.8,Schuhinstandsetzer/Schuhinstandsetzerin
B 32172-100,7119.2,Bauwerksmechaniker/Bauwerksmechanikerin für Abbruch und Betontrenntechnik
B 92114-121,2431.4,Brand-Manager/Brand-Managerin
B 27212-104,3118.3.9,"Technischer Zeichner/Technische Zeichnerin Fachrichtung Heizungs-, Klima- und Sanitärtechnik"
B 29262-102,7512.3,Fachkraft für Süßwarentechnik Fachrichtung Konfekt
B 29222-114,7512.3,Konditor/Konditorin
B 29262-115,7512.3,Konfektmacher/Konfektmacherin
B 11723-117,2133.4,Ranger/Rangerin
B 92113-105,2431.3,Fachkaufmann/Fachkauffrau für Werbung und Kommunikation
B 92113-117,2431.3,Absatz- und Werbewirtschaftler/Absatz- und Werbewirtschaftlerin
B 92113-118,2431.3,Fachwirt/Fachwirtin für Werbung
B 92113-133,2431.3,Betriebswirt/Betriebswirtin (Fachschule) für Marketingkommunikation
B 27184-116,2149.13,Patentingenieur/Patentingenieurin
B 43314-101,2523.2,Netzplaner/Netzplanerin
B 94413-100,3435.1,Regieassistent/Regieassistentin
B 31124-114,2164.4,Stadt- und Regionalplaner/Stadt- und Regionalplanerin
B 31124-105,2164.4,Ingenieur/Ingenieurin für Stadt- und Regionalplanung
B 93352-117,7319.1,Kerzenhersteller und Wachsbildner/Kerzenherstellerin und Wachsbildnerin Schwerpunkt Kerzenherstellung
B 93352-100,7319.1,Wachszieher/Wachszieherin Fachrichtung Kerzenherstellung
B 29301-101,9412.1,Helfer/Helferin in der Küche
B 41314-118,2145.1.9,Ingenieur/Ingenieurin für Pharmatechnik
B 25252-105,8219.2,Fahrradmonteur/Fahrradmonteurin
B 73314-103,2621.1,Archivar/Archivarin
B 29202-103,8160.34,Fachkraft für Lebensmitteltechnik
B 29202-106,8160.34,Maschinen- und Anlagenführer/Maschinen- und Anlagenführerin Schwerpunkt Lebensmitteltechnik
B 52413-130,3152.1,Erster Nautischer Schiffsoffizier/Erste Nautische Schiffsoffizierin (FH)
B 52413-133,3152.1,Erster Nautischer Schiffsoffizier/Erste Nautische Schiffsoffizierin (Fachschule)
B 52413-126,3152.1,Erster Nautischer Offizier/Erste Nautische Offizierin
B 94283-107,3435.8,Statist/Statistin
B 81474-107,2261.1,Zahnarzt/Zahnärztin
B 26124-112,2152.1.3,Messingenieur/Messingenieurin
B 52112-100,8322.6,Dienstwagenfahrer/Dienstwagenfahrerin
B 12142-101,6113.5,Gärtner/Gärtnerin Fachrichtung Garten- und Landschaftsbau
B 42203-103,2133.15,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Umweltschutztechnik (ohne Schwerpunkt)
B 94512-103,7411.1.3,Fachkraft für Veranstaltungstechnik (mit Schwerpunkten)
B 94512-105,7411.1.3,Assistent/Assistentin für Veranstaltungstechnik
B 94512-118,7411.1.3,Fachkraft für Veranstaltungstechnik
B 94214-102,2655.1.1,Synchronsprecher/Synchronsprecherin
B 72132-109,3315.5,Schadensregulierer/Schadensreguliererin (Versicherung)
B 72133-113,3321.3,Underwriter/Underwriter (Versicherung)
B 53184-100,1219.1.2,Sicherheitsmanager/Sicherheitsmanagerin
B 42113-100,3117.2,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Geologietechnik
B 24422-121,7212.3.1,Elektroschweißer/Elektroschweißerin
B 51412-102,5112.3,Zugbegleiter/Zugbegleiterin
B 11212-106,6121.4,Tierwirt/Tierwirtin Fachrichtung Schweinehaltung
B 23412-135,7322.5,Kleinoffsetdrucker/Kleinoffsetdruckerin
B 23412-142,7322.5,Drucker/Druckerin Fachrichtung Flachdruck
B 32172-100,7214.1,Bauwerksmechaniker/Bauwerksmechanikerin für Abbruch und Betontrenntechnik
B 41423-103,3111.7,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Werkstofftechnik
B 81743-100,2269.9.2,Kunsttherapeut/Kunsttherapeutin
B 93522-140,7313.1.8,Silberschmied/Silberschmiedin
B 81504-102,2250.6,Tierarzt/Tierärztin
B 24232-132,7223.5,CNC-Bohrer/CNC-Bohrerin
B 24232-131,7223.5,Bohrer/Bohrerin
B 92434-103,2641.4.2,Drehbuchautor/Drehbuchautorin
B 93413-102,2651.4,Staatlich geprüfter Gestalter/Staatlich geprüfte Gestalterin Fachrichtung Keramik
B 41314-117,2145.1,Ingenieur/Ingenieurin für Chemietechnik
B 22102-111,8142.3,Kunststoffpresser/Kunststoffpresserin
B 92413-100,2359.7,E-Learning-Autor/E-Learning-Autorin
B 24522-125,7222.5,Werkzeugmechaniker/Werkzeugmechanikerin
B 24522-122,7222.5,Werkzeugmacher/Werkzeugmacherin
B 93323-101,2651.3,Karikaturist/Karikaturistin
B 34212-101,7126.8,Gas- und Wasserinstallateur/Gas- und Wasserinstallateurin
B 72213-102,2411.1,Geprüfter Bilanzbuchhalter/Geprüfte Bilanzbuchhalterin - Bachelor Professional in Bilanzbuchhaltung
B 26113-102,3115.1.11,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Mechatronik
B 52423-109,3152.5,Schiffsführer/Schiffsführerin (Binnenschifffahrt)
B 52422-132,3152.5,Binnenschifffahrtskapitän/Binnenschifffahrtskapitänin
B 82194-100,1343.1,Leiter/Leiterin einer Altenpflegeeinrichtung
B 52531-101,8344.1,Gabelstaplerfahrer/Gabelstaplerfahrerin
B 52522-104,8342.3,Baggerführer/Baggerführerin
B 41204-104,2131.4,Biologe/Biologin
B 28333-103,1223.2.1.2,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Schuhtechnik Schwerpunkt Modellgestaltung
B 93214-104,2161.1.1,Innenarchitekt/Innenarchitektin
B 21111-100,9311.1,"Helfer/Helferin im Bergbau, Tagebau"
B 11794-102,1311.1,Forstverwalter/Betriebsleiter / Forstverwalterin/Betriebsleiterin - Forst
B 11714-111,1311.1,Förster/Försterin (Hochschule)
B 31163-101,3112.1.2,"Baukontrolleur (Sicherheitskontrolleur), Baukontrolleurin (Sicherheitskontrolleurin)"
B 61132-100,3339.2,"Auktionator, Versteigerer/Auktionatorin, Versteigerin"
B 92113-123,3432.2,Merchandiser/Merchandiserin
B 51401-100,5111.2.1,Flugbegleiter/Flugbegleiterin
B 83111-102,5311.1.1,Au-pair/Au-pair
B 84414-114,2354.1,Musikpädagoge/Musikpädagogin
B 84412-101,2354.1,Musiklehrer/Musiklehrerin
B 52414-111,3152.4,Kapitän/Kapitänin
B 43414-102,2512.4,Softwareentwickler/Softwareentwicklerin
B 91104-111,2641.3,Literaturwissenschaftler/Literaturwissenschaftlerin
B 51643-100,4323.1,Luftfrachtagent/Luftfrachtagentin
B 21232-115,7113.1,Naturwerksteinmechaniker/Naturwerksteinmechanikerin Fachrichtung Steinmetztechnik
B 21232-102,7113.1,Steinmetz und Steinbildhauer/Steinmetzin und Steinbildhauerin Fachrichtung Steinmetzarbeiten
B 21232-105,7113.1,Steinmetz/Steinmetzin (Industrie)
B 11794-100,6210.1,Revierförster/Revierförsterin
B 33222-102,7123.2,Ausbaufacharbeiter/Ausbaufacharbeiterin Schwerpunkt Stuckateurarbeiten
B 33222-100,7123.2,Stuckateur/Stuckateurin
B 28123-101,8159.7,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Textiltechnik Schwerpunkt Vliesstofferzeugung
B 92382-101,3339.1,Anzeigenverkäufer/Anzeigenverkäuferin
B 23412-155,7321.1.5,Medientechnologe/Medientechnologin Siebdruck
B 23412-130,7321.1.5,Siebdrucker/Siebdruckerin
B 51593-102,1324.3.1.5,Fuhrparkleiter/Fuhrparkleiterin
B 24122-118,8212.2.2,Kabeljungwerker/Kabeljungwerkerin
B 71594-101,1212.2,Leiter/Leiterin des Personalwesens
B 11522-100,5164.1.3,Tierpfleger/Tierpflegerin Fachrichtung Zoo
B 25222-103,7233.8.1,Landmaschinenmechaniker/Landmaschinenmechanikerin
B 28142-137,8154.4,Produktveredler/Produktveredlerin - Textil
B 28142-107,8154.4,Textilmaschinenführer/Textilmaschinenführerin - Veredlung
B 28142-106,8154.4,Textilveredler/Textilveredlerin
B 28142-141,8154.4,Textilveredler/Textilveredlerin - Maschinenführung
B 28142-142,8154.4,Maschinen- und Anlagenführer/Maschinen- und Anlagenführerin Schwerpunkt Textilveredelung
B 63221-128,4226.1,Empfangskraft
B 61162-100,5249.2.1.3,Vermietassistent/Vermietassistentin (Kfz)
B 94724-100,3315.2,Gemmologe/Gemmologin
B 25132-127,7412.7,Aufzugmonteur/Aufzugmonteurin
B 28332-101,7536.2,Schuhmacher/Schuhmacherin
B 71442-100,4413.1,Korrektor/Korrektorin
B 63382-103,5111.2.3,Zugsteward/Zugstewardess
B 51543-103,4323.11,Hafenmeister/Hafenmeisterin
B 63293-108,5151.2,Hausdame/Housekeeper
B 31194-107,1323.1,"Leiter/Leiterin - Projektentwicklung (Immobilien, Bau)"
B 32262-101,9312.1.1,Drainagearbeiter/Drainagearbeiterin
B 94342-101,4212.5,Croupier/Croupière
B 42113-100,3111.4,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Geologietechnik
B 33212-106,7132.2,Entroster/Entrosterin
B 22342-118,7522.5,Oberflächenbearbeiter/Oberflächenbearbeiterin (Tischlerei)
B 32101-100,9313.1,Helfer/Helferin im Hochbau
B 27104-142,2149.2.1,Berechnungsingenieur/Berechnungsingenieurin
B 11582-103,5164.2.1,Tierlehrer/Tierlehrerin
B 23122-102,8143.5,Kartonagenmacher/Kartonagenmacherin
B 24412-100,7221.1,Schmied/Schmiedin
B 31144-105,2142.1.11,Ingenieur/Ingenieurin für Wasserwirtschaft
B 72122-103,4312.5,Investmentfondskaufmann/Investmentfondskauffrau
B 28222-133,7531.4,Modist/Modistin
B 28222-130,7531.4,Hut- und Mützenmacher/Hut- und Mützenmacherin
B 24212-104,7223.4.7,Metallstanzer/Metallstanzerin
B 21123-106,0310.2,Kampfmittelbeseitiger/Kampfmittelbeseitigerin
B 61124-101,2149.2,Application-Engineer/-Manager/in
B 73134-106,2611.1.1,Syndikus-Anwalt/Syndikus-Anwältin
B 29222-114,7512.5,Konditor/Konditorin
B 52413-150,6223.2.1,Kapitän/Kapitänin - Küstenfischerei
B 91354-100,2120.2,Demograf/Demografin
